,l_gx,l_gy,r_gx,r_gy
769,459.0,274.0,512.0,291.0
770,456.0,265.0,511.0,283.0
771,444.0,257.0,500.0,274.0
772,436.0,259.0,490.0,275.0
773,426.0,263.0,480.0,279.0
774,413.0,262.0,467.0,278.0
775,406.0,260.0,461.0,276.0
776,392.0,254.0,447.0,270.0
777,373.0,255.0,429.0,270.0
778,358.0,264.0,411.0,278.0
779,356.0,263.0,407.0,278.0
780,364.0,269.0,415.0,282.0
781,366.0,286.0,420.0,299.0
782,364.0,286.0,417.0,301.0
783,370.0,277.0,420.57142857142856,299.14285714285717
784,377.0,273.0,424.14285714285717,297.2857142857143
785,375.0,271.0,427.7142857142857,295.42857142857144
786,365.0,270.0,431.2857142857143,293.57142857142856
787,354.0,272.0,434.85714285714283,291.7142857142857
788,349.0,273.0,438.42857142857144,289.85714285714283
789,340.0,276.0,442.0,288.0
790,331.0,258.0,445.57142857142856,286.14285714285717
791,337.0,234.0,449.14285714285717,284.2857142857143
792,349.0,242.0,452.7142857142857,282.42857142857144
793,350.0,242.0,456.2857142857143,280.57142857142856
794,367.0,246.0,459.8571428571429,278.7142857142857
795,388.0,252.0,463.42857142857144,276.85714285714283
796,414.0,258.0,467.0,275.0
797,417.0,261.0,461.5,277.0
798,406.0,261.0,456.0,279.0
799,391.0,253.0,443.0,270.0
800,375.0,245.0,427.0,263.0
801,356.0,233.0,408.0,251.0
802,346.0,222.0,398.0,239.0
803,358.0,233.0,408.0,247.0
804,380.0,240.0,427.0,256.0
805,398.0,229.0,445.0,246.0
806,429.0,220.0,475.0,242.0
807,458.0,207.0,506.0,225.0
808,481.0,192.0,528.0,214.0
809,499.0,207.0,550.0,224.0
810,510.0,233.0,559.0,249.0
811,509.0,247.0,560.0,265.0
812,503.0,251.0,557.0,271.0
813,497.0,245.0,551.0,263.0
814,491.0,236.0,545.0,254.0
815,485.0,237.0,537.0,255.0
816,480.0,242.0,534.0,259.0
817,472.0,252.0,528.0,267.0
818,458.0,267.0,514.0,284.0
819,446.0,278.0,501.0,293.0
820,439.0,281.0,494.0,299.0
821,433.0,276.0,486.0,293.0
822,435.0,275.0,488.0,292.0
823,435.0,279.0,488.0,295.0
824,430.0,285.0,484.0,301.0
825,427.0,290.0,480.0,306.0
826,422.0,293.0,476.0,309.0
827,418.0,293.0,471.0,309.0
828,419.0,290.0,472.0,308.0
829,421.0,291.0,474.0,307.0
830,427.0,301.0,480.0,317.0
831,426.0,304.0,480.0,321.0
832,410.0,296.0,464.0,314.0
833,396.0,297.0,451.0,315.0
834,380.0,284.0,436.0,301.0
835,367.0,275.0,421.0,291.0
836,364.0,275.0,416.0,291.0
837,360.0,273.0,413.0,289.0
838,362.0,271.0,414.0,289.0
839,357.0,260.0,409.0,276.0
840,346.0,258.0,398.0,273.0
841,338.0,262.0,392.0,276.0
842,324.0,265.0,379.0,279.0
843,316.0,272.0,369.0,287.0
844,314.0,266.0,368.0,281.0
845,316.0,253.0,369.0,271.0
846,322.0,250.0,372.0,264.0
847,338.0,251.0,388.0,265.0
848,358.0,267.0,408.0,281.0
849,377.0,279.0,427.0,292.0
850,395.0,272.0,446.0,292.0
851,406.0,279.0,457.0,294.0
852,400.0,284.0,453.0,299.0
853,387.0,277.0,441.3333333333333,280.3333333333333
854,375.0,244.0,429.6666666666667,261.6666666666667
855,365.0,228.0,418.0,243.0
856,373.0,234.0,421.0,251.0
857,390.0,247.0,438.0,263.0
858,404.0,242.0,449.0,265.0
859,411.0,249.0,460.0,267.0
860,409.0,261.0,462.0,279.0
861,407.0,258.0,458.0,278.0
862,411.0,257.0,461.0,277.0
863,404.0,255.0,456.0,272.0
864,399.0,256.0,451.0,275.0
865,400.0,260.0,451.0,280.0
866,393.0,254.0,444.0,272.0
867,391.0,252.0,442.0,271.0
868,399.0,254.0,450.0,272.0
869,402.0,245.0,453.0,264.0
870,395.0,235.0,447.0,254.0
871,376.0,232.0,431.0,249.0
872,359.0,233.0,414.0,251.0
873,341.0,230.0,397.0,248.0
874,334.0,224.0,388.0,241.0
875,342.0,220.0,394.0,237.0
876,361.0,222.0,412.0,238.0
877,386.0,225.0,435.0,241.0
878,405.0,226.0,456.0,245.0
879,422.0,224.0,474.0,244.0
880,435.0,219.0,488.0,236.0
881,441.0,209.0,493.0,229.0
882,437.0,230.0,493.0,246.0
883,439.0,227.0,492.0,245.0
884,431.0,232.0,485.0,249.0
885,423.0,238.0,480.0,256.0
886,416.0,243.0,471.0,258.0
887,410.0,244.0,467.0,262.0
888,411.0,246.0,467.0,264.0
889,403.0,246.0,460.0,262.0
890,404.0,250.0,461.0,267.0
891,403.0,261.0,460.0,278.0
892,402.0,264.0,459.0,281.0
893,402.0,272.0,459.0,289.0
894,400.0,272.0,457.0,289.0
895,397.0,269.0,455.0,287.0
896,389.0,267.0,447.0,284.0
897,386.0,275.0,444.0,290.0
898,377.0,281.0,437.0,297.0
899,362.0,268.0,421.0,284.0
900,356.0,272.0,414.0,289.0
901,349.0,262.0,406.0,280.0
902,341.0,255.0,398.0,269.0
903,348.0,267.0,403.0,283.0
904,361.0,265.0,418.0,282.0
905,367.0,271.0,425.0,287.0
906,370.0,273.0,426.0,292.0
907,373.0,253.0,430.0,272.0
908,365.0,240.0,425.0,257.0
909,356.0,233.0,411.0,251.0
910,354.0,230.0,411.0,248.0
911,349.0,223.0,405.0,240.0
912,345.0,222.0,401.0,238.0
913,357.0,232.0,412.0,247.0
914,371.0,235.0,426.0,250.0
915,385.0,234.0,439.0,251.0
916,402.0,235.0,456.0,253.0
917,412.0,245.0,467.0,260.0
918,416.0,247.0,472.0,263.0
919,420.0,248.0,477.0,265.0
920,422.0,249.0,479.0,265.0
921,426.0,248.0,484.0,265.0
922,430.0,265.0,486.5,276.0
923,431.0,271.0,489.0,287.0
924,423.0,274.0,482.0,291.0
925,415.0,279.0,474.0,295.0
926,411.0,281.0,471.0,298.0
927,399.0,283.0,459.0,300.0
928,377.0,264.0,436.0,280.0
929,359.0,270.0,418.0,285.0
930,347.0,271.0,407.0,288.0
931,330.0,273.0,389.0,289.0
932,314.0,260.0,373.0,278.0
933,309.0,239.0,364.0,257.0
934,324.0,242.0,378.0,255.0
935,344.0,263.0,398.0,276.0
936,365.0,269.0,417.0,285.0
937,392.0,270.0,444.0,287.0
938,406.0,270.0,460.0,288.0
939,411.0,263.0,465.0,281.0
940,405.0,255.0,461.0,272.0
941,397.0,255.0,452.0,272.0
942,390.0,258.0,442.0,274.0
943,379.0,256.0,432.0,273.0
944,371.0,256.0,423.0,271.0
945,363.0,252.0,416.0,268.0
946,351.0,257.0,407.0,273.0
947,340.0,273.0,396.0,288.0
948,330.0,284.0,386.0,300.0
949,327.0,293.0,383.0,308.0
950,326.0,305.0,381.0,328.0
951,328.0,316.0,384.0,335.0
952,333.0,333.0,390.0,355.0
953,343.0,360.0,399.0,379.0
954,352.0,379.0,407.0,394.0
955,354.0,390.0,412.0,410.0
956,364.0,400.0,418.0,418.0
957,368.0,403.0,427.0,421.0
958,378.0,400.0,436.0,417.0
959,387.0,400.0,444.0,417.0
960,400.0,394.0,458.0,410.0
961,414.0,386.0,473.0,400.0
962,429.0,365.0,491.0,378.0
963,444.0,342.0,503.0,357.0
964,467.0,319.0,521.0,339.0
965,481.0,311.0,542.0,325.0
966,505.0,265.0,559.0,286.0
967,518.0,252.0,577.0,265.0
968,538.0,240.0,593.0,259.0
969,547.0,235.0,606.0,253.0
970,558.0,234.0,615.0,249.0
971,553.0,211.0,611.0,231.0
972,544.0,194.0,602.0,216.0
973,531.0,167.0,587.0,192.0
974,516.0,161.0,569.0,173.0
975,497.0,139.0,548.0,159.0
976,475.0,136.0,527.0,157.0
977,455.0,137.0,508.0,157.0
978,439.0,141.0,491.0,162.0
979,423.0,144.0,474.0,164.0
980,408.0,152.0,460.0,170.0
981,392.0,160.0,445.0,178.0
982,370.0,169.0,428.0,185.0
983,360.0,179.0,414.0,199.0
984,350.0,191.0,406.0,209.0
985,343.0,203.0,400.0,218.0
986,342.0,222.0,405.0,254.5
987,351.0,269.0,410.0,291.0
988,362.0,288.0,417.0,303.0
989,371.0,312.0,425.0,327.0
990,374.0,321.0,432.0,342.0
991,378.0,339.0,434.0,360.0
992,380.0,353.0,438.0,373.0
993,384.0,366.0,440.0,385.0
994,390.0,373.0,447.0,391.0
995,400.0,388.0,458.0,408.0
996,411.0,392.0,472.0,409.0
997,429.0,383.0,488.0,398.0
998,442.0,362.0,502.0,375.0
999,455.0,329.0,511.0,337.0
1000,462.0,293.0,520.0,305.0
1001,467.0,278.0,525.0,295.0
1002,475.0,268.0,531.0,282.0
1003,480.0,253.0,539.0,265.0
1004,483.0,212.0,538.0,222.0
1005,483.0,188.0,535.5,203.5
1006,477.0,170.0,533.0,185.0
1007,469.0,164.0,521.0,179.0
1008,454.0,164.0,508.0,182.0
1009,434.0,168.0,487.0,187.0
1010,410.0,171.0,461.0,188.0
1011,389.0,174.0,441.0,192.0
1012,373.0,178.0,422.0,200.0
1013,354.0,194.0,408.0,213.0
1014,342.0,207.0,399.0,227.0
1015,333.0,227.0,390.0,249.0
1016,334.0,268.0,393.0,292.0
1017,339.0,295.0,398.0,314.0
1018,347.0,309.0,404.0,324.0
1019,354.0,314.0,412.0,332.0
1020,366.0,323.0,424.0,342.0
1021,379.0,337.0,438.0,353.0
1022,389.0,337.0,447.0,352.0
1023,399.0,329.0,456.0,341.0
1024,408.0,319.0,465.0,337.0
1025,422.0,335.0,484.0,354.0
1026,441.0,342.0,501.0,359.0
1027,450.0,334.0,508.0,350.0
1028,464.0,315.0,523.0,325.0
1029,482.0,290.0,540.0,306.0
1030,491.0,267.0,552.0,281.0
1031,507.0,246.0,561.5,250.5
1032,514.0,204.0,571.0,220.0
1033,518.0,176.0,576.0,189.0
1034,513.0,156.0,566.0,177.0
1035,494.0,152.0,545.0,171.0
1036,474.0,151.0,526.0,169.0
1037,455.0,145.0,508.0,161.0
1038,429.0,127.0,479.0,145.0
1039,407.0,129.0,459.0,149.0
1040,386.0,144.0,438.0,170.0
1041,368.0,162.0,418.0,185.0
1042,356.0,185.0,407.0,208.0
1043,340.0,212.0,395.0,232.0
1044,332.0,229.0,390.0,248.0
1045,332.0,244.0,390.0,263.0
1046,334.0,249.0,391.0,264.0
1047,340.0,277.0,401.0,296.0
1048,349.0,285.0,408.0,300.0
1049,355.0,289.0,413.0,303.0
1050,362.0,298.0,421.0,317.0
1051,370.0,317.0,428.0,331.0
1052,379.0,331.0,438.0,356.0
1053,387.0,353.0,445.0,370.0
1054,396.0,359.0,453.0,377.0
1055,403.0,355.0,459.0,370.0
1056,415.0,350.0,472.0,365.0
1057,422.0,342.0,480.0,360.0
1058,429.0,337.0,487.0,349.0
1059,439.0,310.0,501.0,321.0
1060,457.0,283.0,516.0,297.0
1061,481.0,264.0,538.0,283.0
1062,500.0,253.0,558.0,269.0
1063,511.0,247.0,570.0,266.0
1064,524.0,243.0,583.0,257.0
1065,532.0,210.0,590.0,227.0
1066,537.0,200.0,595.0,216.0
1067,539.0,184.0,594.0,200.0
1068,536.0,165.0,591.0,184.0
1069,532.0,157.0,586.0,177.0
1070,515.0,127.0,565.5,144.0
1071,494.0,94.0,545.0,111.0
1072,476.0,93.0,527.0,114.0
1073,450.0,102.0,501.0,123.0
1074,417.0,121.0,480.75,159.25
1075,404.0,169.0,460.5,195.5
1076,383.0,210.0,440.25,231.75
1077,363.0,254.0,420.0,268.0
1078,348.0,259.0,406.0,274.0
1079,341.0,257.0,400.0,273.0
1080,338.0,267.0,396.0,280.0
1081,336.0,271.0,392.0,285.0
1082,339.0,289.0,396.0,303.0
1083,344.0,296.0,400.0,310.0
1084,350.0,303.0,407.0,318.0
1085,357.0,308.0,412.0,323.0
1086,362.0,312.0,417.0,328.0
1087,373.0,330.0,427.0,345.0
1088,389.0,337.0,444.0,353.0
1089,402.0,334.0,457.0,352.0
1090,414.0,326.0,468.0,344.0
1091,428.0,312.0,482.0,330.0
1092,438.0,306.0,493.0,324.0
1093,444.0,300.0,498.0,318.0
1094,448.0,290.0,504.0,308.0
1095,455.0,276.0,509.0,296.0
1096,462.0,264.0,517.0,282.0
1097,470.0,251.0,524.0,270.0
1098,475.0,251.0,529.0,267.0
1099,475.0,243.0,531.0,263.0
1100,474.0,242.0,530.0,260.0
1101,464.0,230.0,520.0,250.0
1102,454.0,226.0,510.0,243.0
1103,441.0,234.0,498.0,249.0
1104,426.0,231.0,483.0,249.0
1105,415.0,206.0,471.0,223.0
1106,408.0,216.0,463.0,231.0
1107,400.0,231.0,455.0,247.0
1108,391.0,236.0,448.0,253.0
1109,388.0,239.0,444.0,255.0
1110,386.0,243.0,442.0,259.0
1111,384.0,255.0,440.0,270.0
1112,375.0,267.0,432.0,282.0
1113,367.0,266.0,424.0,283.0
1114,356.0,260.0,413.0,276.0
1115,339.0,252.0,398.0,269.0
1116,327.0,236.0,385.0,255.0
1117,326.0,221.0,383.0,239.0
1118,331.0,211.0,387.0,227.0
1119,340.0,218.0,398.0,232.0
1120,350.0,213.0,406.0,230.0
1121,355.0,201.0,412.0,219.0
1122,359.0,185.0,416.0,204.0
1123,363.0,175.0,420.0,193.0
1124,372.0,165.0,426.0,184.0
1125,383.0,156.0,436.0,174.0
1126,398.0,153.0,450.0,171.0
1127,412.0,156.0,464.0,175.0
1128,419.0,161.0,472.0,179.0
1129,424.0,165.0,477.0,182.0
1130,426.0,168.0,479.0,186.0
1131,423.0,160.0,476.0,178.0
1132,425.0,163.0,477.0,180.0
1133,430.0,164.0,482.0,182.0
1134,439.0,164.0,490.0,182.0
1135,452.0,167.0,502.0,185.0
1136,465.0,174.0,516.0,191.0
1137,477.0,180.0,528.0,198.0
1138,487.0,189.0,537.0,206.0
1139,495.0,208.0,547.0,224.0
1140,495.0,220.0,546.0,238.0
1141,497.0,230.0,548.0,248.0
1142,502.0,238.0,553.0,256.0
1143,504.0,251.0,555.0,268.0
1144,501.0,260.0,553.0,278.0
1145,490.0,263.0,540.0,280.0
1146,489.0,284.0,540.0,298.0
1147,487.0,309.0,538.0,325.0
1148,479.0,334.0,532.0,352.0
1149,469.0,332.0,520.0,351.0
1150,456.0,321.0,510.0,342.0
1151,450.0,328.0,503.0,344.0
1152,440.0,342.0,494.0,359.0
1153,424.0,349.0,479.0,368.0
1154,404.0,345.0,458.0,362.0
1155,384.0,348.0,440.0,364.0
1156,380.0,343.0,433.0,358.0
1157,376.0,341.0,430.0,358.0
1158,368.0,331.0,421.0,349.0
1159,356.0,324.0,410.0,341.0
1160,351.0,317.0,405.0,333.0
1161,345.0,313.0,400.0,329.0
1162,337.0,306.0,390.0,322.0
1163,338.0,303.0,392.0,319.0
1164,349.0,297.0,401.0,315.0
1165,363.0,277.0,414.0,294.0
1166,377.0,266.0,428.0,281.0
1167,386.0,251.0,438.0,268.0
1168,389.0,236.0,441.0,251.0
1169,388.0,240.0,442.0,256.0
1170,388.0,232.0,442.0,249.0
1171,386.0,218.0,440.0,238.0
1172,388.0,189.0,441.0,208.0
1173,390.0,163.0,442.0,183.0
1174,396.0,173.0,449.0,190.0
1175,405.0,165.0,456.0,184.0
1176,422.0,154.0,471.0,171.0
1177,442.0,150.0,490.0,168.0
1178,453.0,167.0,507.0,183.0
1179,476.0,183.0,529.0,198.0
1180,480.0,194.0,533.0,211.0
1181,488.0,203.0,540.0,220.0
1182,491.0,209.0,544.0,227.0
1183,496.0,215.0,547.0,232.0
1184,498.0,219.0,551.0,237.0
1185,502.0,226.0,554.0,243.0
1186,500.0,239.0,553.0,255.0
1187,493.0,262.0,547.0,279.0
1188,486.0,282.0,538.0,297.0
1189,480.0,302.0,533.0,318.0
1190,470.0,333.0,526.0,349.0
1191,447.0,318.0,504.0,338.0
1192,417.0,305.0,474.0,322.0
1193,401.0,310.0,461.0,334.5
1194,391.0,329.0,448.0,347.0
1195,381.0,329.0,435.0,345.0
1196,375.0,307.0,432.5,329.0
1197,375.0,296.0,430.0,313.0
1198,376.0,294.0,429.0,311.0
1199,381.0,289.0,436.0,306.0
1200,381.0,266.0,435.0,285.0
1201,381.0,238.0,435.0,257.0
1202,391.0,219.0,444.0,235.0
1203,398.0,222.0,453.0,239.0
1204,408.0,214.0,460.0,232.0
1205,417.0,204.0,468.0,222.0
1206,426.0,210.0,477.0,225.0
1207,441.0,218.0,492.0,233.0
1208,456.0,226.0,507.0,242.0
1209,465.0,226.0,518.0,243.0
1210,471.0,229.0,525.0,246.0
1211,474.0,232.0,526.0,250.0
1212,480.0,237.0,533.0,255.0
1213,488.0,244.0,543.0,261.0
1214,489.0,262.0,542.0,277.0
1215,488.0,291.0,541.0,306.0
1216,489.0,315.0,544.0,332.0
1217,477.0,289.0,530.5,318.0
1218,462.0,288.0,517.0,304.0
1219,444.0,306.0,499.0,322.0
1220,418.0,320.0,477.0,338.0
1221,388.0,313.0,464.2857142857143,328.42857142857144
1222,356.0,317.0,451.57142857142856,318.85714285714283
1223,332.0,325.0,438.8571428571429,309.2857142857143
1224,318.0,308.0,426.14285714285717,299.7142857142857
1225,308.0,285.0,413.42857142857144,290.14285714285717
1226,311.0,262.0,400.7142857142857,280.57142857142856
1227,338.0,256.0,388.0,271.0
1228,375.0,258.0,427.0,275.0
1229,408.0,240.0,456.5,258.5
1230,435.0,222.0,486.0,242.0
1231,460.0,214.0,512.0,231.0
1232,476.0,226.0,528.0,243.0
1233,486.0,228.0,540.0,246.0
1234,494.0,233.0,545.0,250.0
1235,502.0,253.0,555.0,270.0
1236,503.0,272.0,557.0,288.0
1237,488.0,286.0,544.0,302.0
1238,474.0,308.0,527.0,323.0
1239,465.0,314.0,520.0,333.0
1240,446.0,291.0,499.0,316.5
1241,423.0,286.0,478.0,300.0
1242,413.0,316.0,465.0,329.0
1243,412.0,334.0,466.0,351.0
1244,405.0,321.0,460.0,338.0
1245,392.0,305.0,448.0,324.0
1246,382.0,293.0,437.0,310.0
1247,375.0,288.0,430.0,304.0
1248,376.0,289.0,429.0,304.0
1249,397.0,288.0,447.0,304.0
1250,423.0,291.0,475.0,307.0
1251,442.0,308.0,494.0,325.0
1252,451.0,307.0,504.0,325.0
1253,453.0,301.0,508.0,319.0
1254,445.0,300.0,501.0,318.0
1255,425.0,287.0,483.0,306.0
1256,401.0,275.0,459.0,293.0
1257,383.0,266.0,439.0,283.0
1258,377.0,257.0,431.0,274.0
1259,384.0,242.0,438.0,261.0
1260,393.0,221.0,447.0,238.0
1261,396.0,223.0,450.0,239.0
1262,400.0,227.0,454.0,243.0
1263,407.0,227.0,461.0,243.0
1264,416.0,230.0,470.0,245.0
1265,425.0,229.0,478.0,246.0
1266,433.0,219.0,486.0,238.0
1267,438.0,204.0,491.0,223.0
1268,438.0,199.0,490.0,217.0
1269,443.0,203.0,495.0,219.0
1270,460.0,208.0,510.0,225.0
1271,478.0,209.0,529.0,227.0
1272,495.0,222.0,546.0,238.0
1273,502.0,242.0,554.0,259.0
1274,501.0,250.0,553.0,267.0
1275,506.0,260.0,558.0,277.0
1276,501.0,263.0,553.0,280.0
1277,485.0,271.0,537.0,288.0
1278,473.0,292.0,526.0,307.0
1279,468.0,317.0,519.0,334.0
1280,460.0,321.0,515.0,340.0
1281,443.0,315.0,499.0,333.0
1282,428.0,317.0,483.0,335.0
1283,417.0,326.0,470.0,339.0
1284,406.0,352.0,460.0,368.0
1285,388.0,374.0,445.25,366.5
1286,369.0,368.0,430.5,365.0
1287,355.0,356.0,415.75,363.5
1288,347.0,346.0,401.0,362.0
1289,338.0,342.0,397.0,357.0
1290,338.0,337.0,393.0,352.0
1291,345.0,334.0,399.0,350.0
1292,348.0,334.0,401.0,350.0
1293,354.0,333.0,408.0,349.0
1294,355.0,332.0,412.0,341.4
1295,357.0,324.0,416.0,333.8
1296,363.0,316.0,420.0,326.2
1297,367.0,304.0,424.0,318.6
1298,371.0,293.0,428.0,311.0
1299,372.0,283.0,425.0,300.0
1300,370.0,273.0,425.0,292.0
1301,366.0,254.0,421.0,272.0
1302,360.0,225.0,416.0,246.0
1303,359.0,200.0,414.0,216.0
1304,370.0,175.0,422.0,192.0
1305,376.0,174.0,430.0,190.0
1306,381.0,182.0,437.0,196.0
1307,396.0,187.0,449.0,203.0
1308,412.0,180.0,464.0,200.0
1309,416.0,171.0,472.0,184.0
1310,430.0,162.0,486.0,180.0
1311,442.0,167.0,484.88461538461536,181.2948717948718
1312,453.0,169.0,483.7692307692308,182.5897435897436
1313,461.0,169.0,482.65384615384613,183.8846153846154
1314,464.0,170.0,481.53846153846155,185.17948717948718
1315,467.0,177.0,480.4230769230769,186.47435897435898
1316,460.0,189.0,479.3076923076923,187.76923076923077
1317,461.0,208.0,478.1923076923077,189.06410256410257
1318,461.0,223.0,477.0769230769231,190.35897435897436
1319,464.0,242.0,475.96153846153845,191.65384615384616
1320,464.0,249.0,474.84615384615387,192.94871794871796
1321,452.7142857142857,250.71428571428572,473.7307692307692,194.24358974358975
1322,441.42857142857144,252.42857142857142,472.61538461538464,195.53846153846155
1323,430.1428571428571,254.14285714285714,471.5,196.83333333333334
1324,418.85714285714283,255.85714285714286,470.38461538461536,198.12820512820514
1325,407.57142857142856,257.57142857142856,469.2692307692308,199.42307692307693
1326,396.2857142857143,259.2857142857143,468.15384615384613,200.71794871794873
1327,385.0,261.0,467.03846153846155,202.01282051282053
1328,373.7142857142857,262.7142857142857,465.9230769230769,203.30769230769232
1329,362.42857142857144,264.42857142857144,464.8076923076923,204.6025641025641
1330,351.1428571428571,266.14285714285717,463.6923076923077,205.8974358974359
1331,339.85714285714283,267.85714285714283,462.5769230769231,207.19230769230768
1332,328.57142857142856,269.57142857142856,461.46153846153845,208.4871794871795
1333,317.2857142857143,271.2857142857143,460.34615384615387,209.78205128205127
1334,306.0,273.0,459.2307692307692,211.0769230769231
1335,319.0,268.0,458.11538461538464,212.37179487179486
1336,349.0,268.0,457.0,213.66666666666669
1337,369.0,280.0,455.88461538461536,214.96153846153845
1338,386.0,291.0,454.7692307692308,216.25641025641025
1339,390.0,297.0,453.65384615384613,217.55128205128204
1340,384.0,295.0,452.53846153846155,218.84615384615384
1341,374.0,300.0,451.4230769230769,220.14102564102564
1342,360.0,312.0,450.3076923076923,221.43589743589743
1343,342.0,322.0,449.1923076923077,222.73076923076923
1344,331.0,334.0,448.0769230769231,224.02564102564102
1345,321.0,354.0,446.96153846153845,225.32051282051282
1346,315.0,378.0,445.84615384615387,226.6153846153846
1347,308.0,392.0,444.7307692307692,227.9102564102564
1348,306.0,402.0,443.61538461538464,229.2051282051282
1349,306.0,415.0,442.5,230.5
1350,309.0,425.0,441.38461538461536,231.7948717948718
1351,315.0,428.0,440.2692307692308,233.0897435897436
1352,323.0,427.0,439.15384615384613,234.3846153846154
1353,333.0,422.0,438.03846153846155,235.67948717948718
1354,345.0,413.0,436.9230769230769,236.97435897435898
1355,357.0,400.0,435.8076923076923,238.26923076923077
1356,373.0,384.0,434.6923076923077,239.56410256410257
1357,387.0,376.0,433.5769230769231,240.85897435897436
1358,409.0,366.0,432.46153846153845,242.15384615384616
1359,431.0,358.0,431.34615384615387,243.44871794871796
1360,451.0,352.0,430.2307692307692,244.74358974358975
1361,475.0,340.0,429.11538461538464,246.03846153846155
1362,494.0,335.0,428.0,247.33333333333334
1363,508.0,321.0,426.88461538461536,248.62820512820514
1364,516.0,304.0,425.7692307692308,249.9230769230769
1365,519.0,283.0,424.65384615384613,251.21794871794873
1366,517.0,264.0,423.53846153846155,252.5128205128205
1367,508.0,256.0,422.4230769230769,253.80769230769232
1368,503.0,253.0,421.3076923076923,255.1025641025641
1369,498.0,239.0,420.1923076923077,256.3974358974359
1370,493.0,216.0,419.0769230769231,257.6923076923077
1371,486.0,206.0,417.96153846153845,258.9871794871795
1372,475.0,194.0,416.8461538461538,260.28205128205127
1373,452.0,190.0,415.7307692307692,261.5769230769231
1374,427.0,202.0,414.61538461538464,262.87179487179486
1375,401.0,216.0,413.5,264.1666666666667
1376,377.0,226.0,412.38461538461536,265.46153846153845
1377,358.0,238.0,411.2692307692308,266.7564102564103
1378,356.54545454545456,240.8181818181818,410.15384615384613,268.05128205128204
1379,355.09090909090907,243.63636363636363,409.03846153846155,269.34615384615387
1380,353.6363636363636,246.45454545454547,407.9230769230769,270.64102564102564
1381,352.1818181818182,249.27272727272728,406.8076923076923,271.93589743589746
1382,350.72727272727275,252.0909090909091,405.6923076923077,273.2307692307692
1383,349.27272727272725,254.9090909090909,404.5769230769231,274.52564102564105
1384,347.8181818181818,257.72727272727275,403.46153846153845,275.8205128205128
1385,346.3636363636364,260.54545454545456,402.3461538461538,277.11538461538464
1386,344.90909090909093,263.3636363636364,401.2307692307692,278.4102564102564
1387,343.45454545454544,266.1818181818182,400.11538461538464,279.7051282051282
1388,342.0,269.0,399.0,281.0
1389,359.0,258.0,418.0,274.0
1390,381.0,265.0,438.0,286.0
1391,390.0,288.0,443.0,305.0
1392,395.0,293.0,450.0,309.0
1393,403.0,294.0,457.0,308.0
1394,394.0,283.0,446.0,295.0
1395,381.0,258.0,433.0,270.0
1396,377.0,246.0,428.0,259.0
1397,365.0,236.0,417.0,249.0
1398,359.0,219.0,418.4347826086956,253.47826086956522
1399,366.0,188.0,419.8695652173913,257.95652173913044
1400,373.0,182.0,421.30434782608694,262.4347826086956
1401,378.0,185.0,422.7391304347826,266.9130434782609
1402,391.0,190.0,424.17391304347825,271.39130434782606
1403,404.0,195.0,425.60869565217394,275.8695652173913
1404,426.0,192.0,427.04347826086956,280.3478260869565
1405,424.0,202.78571428571428,428.4782608695652,284.82608695652175
1406,422.0,213.57142857142858,429.9130434782609,289.30434782608694
1407,420.0,224.35714285714286,431.3478260869565,293.7826086956522
1408,418.0,235.14285714285714,432.7826086956522,298.2608695652174
1409,416.0,245.92857142857144,434.2173913043478,302.7391304347826
1410,414.0,256.7142857142857,435.6521739130435,307.2173913043478
1411,412.0,267.5,437.0869565217391,311.69565217391306
1412,410.0,278.2857142857143,438.52173913043475,316.17391304347825
1413,408.0,289.07142857142856,439.95652173913044,320.6521739130435
1414,406.0,299.8571428571429,441.39130434782606,325.1304347826087
1415,404.0,310.64285714285717,442.82608695652175,329.60869565217394
1416,402.0,321.42857142857144,444.2608695652174,334.0869565217391
1417,400.0,332.2142857142857,445.69565217391306,338.5652173913044
1418,398.0,343.0,447.1304347826087,343.04347826086956
1419,396.0,332.0,448.5652173913044,347.5217391304348
1420,392.0,336.0,450.0,352.0
1421,373.0,336.0,432.0,354.0
1422,356.0,339.0,416.0,355.0
1423,342.0,331.0,403.0,348.0
1424,327.0,320.0,386.0,339.0
1425,318.0,318.0,381.0,333.5
1426,317.0,312.0,376.0,328.0
1427,321.0,307.0,380.0,324.0
1428,337.0,307.0,395.0,323.0
1429,351.0,305.0,408.0,320.0
1430,364.0,314.0,421.0,329.0
1431,376.0,325.0,434.0,339.0
1432,382.0,328.0,440.0,345.0
1433,382.0,333.0,441.0,349.0
1434,376.0,333.0,435.0,350.0
1435,367.0,335.0,425.0,351.0
1436,350.0,349.0,410.0,364.0
1437,334.0,369.0,393.0,384.0
1438,318.0,388.0,377.0,403.0
1439,309.0,404.0,368.0,418.0
1440,306.0,420.0,365.0,436.0
1441,313.0,439.0,375.5,452.0
1442,328.0,449.0,386.0,468.0
1443,343.0,447.0,401.0,466.0
1444,359.0,433.0,416.0,454.0
1445,369.0,419.0,426.0,439.0
1446,382.0,392.0,441.0,411.0
1447,398.0,372.0,454.0,391.0
1448,411.0,371.0,467.0,389.0
1449,425.0,365.0,481.0,384.0
1450,443.0,367.0,499.0,386.0
1451,458.0,371.0,515.0,389.0
1452,474.0,374.0,531.0,393.0
1453,485.0,375.0,545.0,396.0
1454,493.0,369.0,551.0,391.0
1455,495.0,356.0,555.0,377.0
